sezon,lig,tarih,ev,dep,hakem
2122,E1,2021-09-18,Preston,West Brom,A Davies
2122,E1,2021-09-18,QPR,Bristol City,L Doughty
2122,E1,2021-09-24,Coventry,Peterboro,G Eltringham
2122,E1,2021-09-24,West Brom,QPR,J Linington
2122,E1,2021-09-25,Birmingham,Preston,M Donohue
2122,E1,2021-09-25,Blackburn,Cardiff,K Stroud
2122,E1,2021-09-25,Blackpool,Barnsley,S Martin
2122,E1,2021-09-25,Bournemouth,Luton,T Robinson
2122,E1,2021-09-25,Bristol City,Fulham,S Hooper
2122,E1,2021-09-25,Nott'm Forest,Millwall,J Simpson
2122,E1,2021-09-25,Reading,Middlesbrough,P Bankes
2122,E1,2021-09-25,Sheffield United,Derby,D Webb
2122,E1,2021-09-25,Stoke,Hull,T Bramall
2122,E1,2021-09-25,Swansea,Huddersfield,G Ward
2122,E1,2021-09-28,Cardiff,West Brom,G Scott
2122,E1,2021-09-28,Huddersfield,Blackburn,J Simpson
2122,E1,2021-09-28,Hull,Blackpool,M Donohue
2122,E1,2021-09-28,Middlesbrough,Sheffield United,J Linington
2122,E1,2021-09-28,Preston,Stoke,J Brooks
2122,E1,2021-09-28,QPR,Birmingham,M Salisbury
2122,E1,2021-09-29,Barnsley,Nott'm Forest,G Eltringham
2122,E1,2021-09-29,Derby,Reading,J Busby
2122,E1,2021-09-29,Fulham,Swansea,J Smith
2122,E1,2021-09-29,Luton,Coventry,S Martin
2122,E1,2021-09-29,Millwall,Bristol City,D Whitestone
2122,E1,2021-09-29,Peterboro,Bournemouth,A Woolmer
2122,E1,2021-10-01,Stoke,West Brom,T Robinson
2122,E1,2021-10-02,Barnsley,Millwall,D Webb
2122,E1,2021-10-02,Birmingham,Nott'm Forest,K Stroud
2122,E1,2021-10-02,Blackpool,Blackburn,J Smith
2122,E1,2021-10-02,Bournemouth,Sheffield United,R Jones
2122,E1,2021-10-02,Cardiff,Reading,T Bramall
2122,E1,2021-10-02,Coventry,Fulham,G Ward
2122,E1,2021-10-02,Derby,Swansea,A Madley
2122,E1,2021-10-02,Hull,Middlesbrough,A Davies
2122,E1,2021-10-02,Luton,Huddersfield,L Doughty
2122,E1,2021-10-02,Peterboro,Bristol City,D Coote
2122,E1,2021-10-02,QPR,Preston,J Simpson
2122,E1,2021-10-15,West Brom,Birmingham,J Simpson
2122,E1,2021-10-16,Blackburn,Coventry,M Donohue
2122,E1,2021-10-16,Bristol City,Bournemouth,G Ward
2122,E1,2021-10-16,Fulham,QPR,O Langford
2122,E1,2021-10-16,Huddersfield,Hull,R Jones
2122,E1,2021-10-16,Middlesbrough,Peterboro,J Busby
2122,E1,2021-10-16,Millwall,Luton,C Kavanagh
2122,E1,2021-10-16,Nott'm Forest,Blackpool,K Friend
2122,E1,2021-10-16,Preston,Derby,J Smith
2122,E1,2021-10-16,Reading,Barnsley,A Davies
2122,E1,2021-10-16,Sheffield United,Stoke,K Stroud
2122,E1,2021-10-17,Swansea,Cardiff,J Linington
2122,E1,2021-10-19,Bristol City,Nott'm Forest,S Martin
2122,E1,2021-10-19,Derby,Luton,G Eltringham
2122,E1,2021-10-19,QPR,Blackburn,D Webb
2122,E1,2021-10-19,Sheffield United,Millwall,M Donohue
2122,E1,2021-10-19,Stoke,Bournemouth,D Whitestone
2122,E1,2021-10-20,Fulham,Cardiff,T Robinson
2122,E1,2021-10-20,Huddersfield,Birmingham,A Woolmer
2122,E1,2021-10-20,Hull,Peterboro,L Doughty
2122,E1,2021-10-20,Middlesbrough,Barnsley,A Madley
2122,E1,2021-10-20,Preston,Coventry,D England
2122,E1,2021-10-20,Reading,Blackpool,J Simpson
2122,E1,2021-10-20,Swansea,West Brom,S Hooper
2122,E1,2021-10-23,Birmingham,Swansea,O Langford
2122,E1,2021-10-23,Blackburn,Reading,T Harrington
2122,E1,2021-10-23,Blackpool,Preston,T Robinson
2122,E1,2021-10-23,Bournemouth,Huddersfield,J Brooks
2122,E1,2021-10-23,Cardiff,Middlesbrough,J Simpson
2122,E1,2021-10-23,Coventry,Derby,D Whitestone
2122,E1,2021-10-23,Luton,Hull,J Busby
2122,E1,2021-10-23,Millwall,Stoke,A Davies
2122,E1,2021-10-23,Peterboro,QPR,J Gillett
2122,E1,2021-10-23,West Brom,Bristol City,J Smith
2122,E1,2021-10-24,Barnsley,Sheffield United,G Ward
2122,E1,2021-10-24,Nott'm Forest,Fulham,J Linington
2122,E1,2021-10-29,QPR,Nott'm Forest,A Davies
2122,E1,2021-10-30,Bristol City,Barnsley,T Bramall
2122,E1,2021-10-30,Derby,Blackburn,S Martin
2122,E1,2021-10-30,Fulham,West Brom,M Salisbury
2122,E1,2021-10-30,Huddersfield,Millwall,G Eltringham
2122,E1,2021-10-30,Hull,Coventry,D Webb
2122,E1,2021-10-30,Middlesbrough,Birmingham,J Smith
2122,E1,2021-10-30,Preston,Luton,D Whitestone
2122,E1,2021-10-30,Reading,Bournemouth,O Langford
2122,E1,2021-10-30,Sheffield United,Blackpool,T Harrington
2122,E1,2021-10-30,Stoke,Cardiff,J Brooks
2122,E1,2021-10-30,Swansea,Peterboro,M Donohue
2122,E1,2021-11-02,Birmingham,Bristol City,S Hooper
2122,E1,2021-11-02,Coventry,Swansea,A Davies
2122,E1,2021-11-02,Luton,Middlesbrough,T Robinson
2122,E1,2021-11-02,Millwall,Reading,G Ward
2122,E1,2021-11-02,Nott'm Forest,Sheffield United,L Doughty
2122,E1,2021-11-02,Peterboro,Huddersfield,K Stroud
2122,E1,2021-11-03,Barnsley,Derby,R Jones
2122,E1,2021-11-03,Blackburn,Fulham,J Gillett
2122,E1,2021-11-03,Blackpool,Stoke,J Busby
2122,E1,2021-11-03,Bournemouth,Preston,D Webb
2122,E1,2021-11-03,Cardiff,QPR,A Woolmer
2122,E1,2021-11-03,West Brom,Hull,D Whitestone
2122,E1,2021-11-06,Barnsley,Hull,S Martin
2122,E1,2021-11-06,Birmingham,Reading,T Bramall
2122,E1,2021-11-06,Blackburn,Sheffield United,O Langford
2122,E1,2021-11-06,Blackpool,QPR,J Smith
2122,E1,2021-11-06,Bournemouth,Swansea,T Harrington
2122,E1,2021-11-06,Cardiff,Huddersfield,D Webb
2122,E1,2021-11-06,Coventry,Bristol City,J Simpson
2122,E1,2021-11-06,Luton,Stoke,J Moss
2122,E1,2021-11-06,Millwall,Derby,T Robinson
2122,E1,2021-11-06,Nott'm Forest,Preston,S Hooper
2122,E1,2021-11-06,Peterboro,Fulham,D Whitestone
2122,E1,2021-11-06,West Brom,Middlesbrough,M Donohue
2122,E1,2021-11-19,QPR,Luton,M Donohue
2122,E1,2021-11-20,Bristol City,Blackburn,J Busby
2122,E1,2021-11-20,Fulham,Barnsley,J Smith
2122,E1,2021-11-20,Huddersfield,West Brom,T Robinson
2122,E1,2021-11-20,Hull,Birmingham,T Harrington
2122,E1,2021-11-20,Middlesbrough,Millwall,O Langford
2122,E1,2021-11-20,Preston,Cardiff,L Doughty
2122,E1,2021-11-20,Reading,Nott'm Forest,A Woolmer
2122,E1,2021-11-20,Sheffield United,Coventry,M Salisbury
2122,E1,2021-11-20,Stoke,Peterboro,G Eltringham
2122,E1,2021-11-20,Swansea,Blackpool,K Stroud
2122,E1,2021-11-21,Derby,Bournemouth,G Ward
2122,E1,2021-11-23,Blackpool,West Brom,J Gillett
2122,E1,2021-11-23,Coventry,Birmingham,L Doughty
2122,E1,2021-11-23,Middlesbrough,Preston,A Woolmer
2122,E1,2021-11-23,Nott'm Forest,Luton,J Simpson
2122,E1,2021-11-23,Reading,Sheffield United,A Davies
2122,E1,2021-11-24,Barnsley,Swansea,D Webb
2122,E1,2021-11-24,Blackburn,Peterboro,J Brooks
2122,E1,2021-11-24,Bristol City,Stoke,O Langford
2122,E1,2021-11-24,Cardiff,Hull,T Bramall
2122,E1,2021-11-24,Fulham,Derby,G Eltringham
2122,E1,2021-11-24,Millwall,Bournemouth,D Whitestone
2122,E1,2021-11-24,QPR,Huddersfield,G Scott
2122,E1,2021-11-26,West Brom,Nott'm Forest,G Ward
2122,E1,2021-11-27,Birmingham,Blackpool,M Donohue
2122,E1,2021-11-27,Bournemouth,Coventry,D Coote
2122,E1,2021-11-27,Huddersfield,Middlesbrough,T Bramall
2122,E1,2021-11-27,Hull,Millwall,J Smith
2122,E1,2021-11-27,Luton,Cardiff,O Langford
2122,E1,2021-11-27,Peterboro,Barnsley,J Busby
2122,E1,2021-11-27,Preston,Fulham,C Kavanagh
2122,E1,2021-11-27,Stoke,Blackburn,T Robinson
2122,E1,2021-11-27,Swansea,Reading,T Harrington
2122,E1,2021-11-28,Sheffield United,Bristol City,G Eltringham
2122,E1,2021-11-29,Derby,QPR,J Simpson
2122,E1,2021-12-03,Fulham,Bournemouth,T Robinson
2122,E1,2021-12-04,Barnsley,Huddersfield,M Donohue
2122,E1,2021-12-04,Blackburn,Preston,G Ward
2122,E1,2021-12-04,Blackpool,Luton,P Bankes
2122,E1,2021-12-04,Bristol City,Derby,G Scott
2122,E1,2021-12-04,Cardiff,Sheffield United,J Busby
2122,E1,2021-12-04,Coventry,West Brom,K Stroud
2122,E1,2021-12-04,Middlesbrough,Swansea,A Davies
2122,E1,2021-12-04,Millwall,Birmingham,A Woolmer
2122,E1,2021-12-04,Nott'm Forest,Peterboro,T Bramall
2122,E1,2021-12-04,Reading,Hull,S Martin
2122,E1,2021-12-05,QPR,Stoke,T Harrington
2122,E1,2021-12-11,Birmingham,Cardiff,J Simpson
2122,E1,2021-12-11,Bournemouth,Blackburn,S Hooper
2122,E1,2021-12-11,Derby,Blackpool,A Woolmer
2122,E1,2021-12-11,Huddersfield,Coventry,J Smith
2122,E1,2021-12-11,Hull,Bristol City,G Ward
2122,E1,2021-12-11,Luton,Fulham,T Bramall
2122,E1,2021-12-11,Peterboro,Millwall,L Doughty
2122,E1,2021-12-11,Preston,Barnsley,K Stroud
2122,E1,2021-12-11,Stoke,Middlesbrough,M Salisbury
2122,E1,2021-12-11,Swansea,Nott'm Forest,M Donohue
2122,E1,2021-12-11,West Brom,Reading,G Webb
2122,E1,2021-12-17,Barnsley,West Brom,T Robinson
2122,E1,2021-12-18,Blackburn,Birmingham,G Eltringham
2122,E1,2021-12-18,Blackpool,Peterboro,D Webb
2122,E1,2021-12-18,Bristol City,Huddersfield,D Whitestone
2122,E1,2021-12-18,Middlesbrough,Bournemouth,C Kavanagh
2122,E1,2021-12-18,Nott'm Forest,Hull,J Busby
2122,E1,2021-12-20,Fulham,Sheffield United,J Linington
2122,E1,2021-12-26,Huddersfield,Blackpool,J Simpson
2122,E1,2021-12-26,Middlesbrough,Nott'm Forest,J Smith
2122,E1,2021-12-27,Derby,West Brom,J Linington
2122,E1,2021-12-27,QPR,Bournemouth,K Stroud
2122,E1,2021-12-29,Blackburn,Barnsley,D Whitestone
2122,E1,2021-12-29,Blackpool,Middlesbrough,S Martin
2122,E1,2021-12-29,Coventry,Millwall,G Eltringham
2122,E1,2021-12-30,Bournemouth,Cardiff,J Linington
2122,E1,2021-12-30,Bristol City,QPR,A Davies
2122,E1,2021-12-30,Nott'm Forest,Huddersfield,G Ward
2122,E1,2021-12-30,Stoke,Derby,M Donohue
2122,E1,2022-01-01,Blackpool,Hull,D Whitestone
2122,E1,2022-01-02,Birmingham,QPR,M Donohue
2122,E1,2022-01-02,Blackburn,Huddersfield,K Stroud
2122,E1,2022-01-02,Bristol City,Millwall,S Hooper
2122,E1,2022-01-02,West Brom,Cardiff,T Bramall
2122,E1,2022-01-03,Reading,Derby,J Busby
2122,E1,2022-01-03,Stoke,Preston,J Simpson
2122,E1,2022-01-11,Reading,Fulham,T Harrington
2122,E1,2022-01-15,Cardiff,Blackburn,M Donohue
2122,E1,2022-01-15,Derby,Sheffield United,G Scott
2122,E1,2022-01-15,Fulham,Bristol City,T Robinson
2122,E1,2022-01-15,Huddersfield,Swansea,D Webb
2122,E1,2022-01-15,Luton,Bournemouth,L Doughty
2122,E1,2022-01-15,Middlesbrough,Reading,J Linington
2122,E1,2022-01-15,Millwall,Nott'm Forest,P Bankes
2122,E1,2022-01-15,Peterboro,Coventry,K Stroud
2122,E1,2022-01-15,Preston,Birmingham,A Davies
2122,E1,2022-01-15,QPR,West Brom,S Hooper
2122,E1,2022-01-16,Hull,Stoke,J Smith
2122,E1,2022-01-18,Fulham,Birmingham,G Ward
2122,E1,2022-01-18,Preston,Sheffield United,D Webb
2122,E1,2022-01-19,Hull,Blackburn,T Bramall
2122,E1,2022-01-19,Reading,Luton,T Robinson
2122,E1,2022-01-22,Birmingham,Barnsley,T Harrington
2122,E1,2022-01-22,Blackpool,Millwall,D Webb
2122,E1,2022-01-22,Bournemouth,Hull,M Donohue
2122,E1,2022-01-22,Bristol City,Cardiff,G Ward
2122,E1,2022-01-22,Coventry,QPR,A Woolmer
2122,E1,2022-01-22,Nott'm Forest,Derby,T Robinson
2122,E1,2022-01-22,Reading,Huddersfield,R Jones
2122,E1,2022-01-22,Sheffield United,Luton,S Martin
2122,E1,2022-01-22,Stoke,Fulham,D Whitestone
2122,E1,2022-01-22,Swansea,Preston,J Smith
2122,E1,2022-01-22,West Brom,Peterboro,J Simpson
2122,E1,2022-01-24,Blackburn,Middlesbrough,D England
2122,E1,2022-01-25,Birmingham,Peterboro,O Langford
2122,E1,2022-01-25,Coventry,Stoke,J Brooks
2122,E1,2022-01-25,Luton,Bristol City,A Davies
2122,E1,2022-01-25,Nott'm Forest,Barnsley,M Salisbury
2122,E1,2022-01-25,QPR,Swansea,A Davies
2122,E1,2022-01-26,West Brom,Preston,K Stroud
2122,E1,2022-01-28,Huddersfield,Stoke,G Ward
2122,E1,2022-01-29,Barnsley,Bournemouth,A Marriner
2122,E1,2022-01-29,Fulham,Blackpool,P Bankes
2122,E1,2022-01-29,Hull,Swansea,L Doughty
2122,E1,2022-01-29,Luton,Blackburn,J Linington
2122,E1,2022-01-29,Middlesbrough,Coventry,M Donohue
2122,E1,2022-01-29,Millwall,West Brom,J Smith
2122,E1,2022-01-29,Peterboro,Sheffield United,D Whitestone
2122,E1,2022-01-29,Preston,Bristol City,J Busby
2122,E1,2022-01-29,QPR,Reading,J Simpson
2122,E1,2022-01-30,Cardiff,Nott'm Forest,D Webb
2122,E1,2022-01-30,Derby,Birmingham,J Brooks
2122,E1,2022-02-01,Millwall,Preston,K Friend
2122,E1,2022-02-01,Swansea,Luton,O Langford
2122,E1,2022-02-02,Barnsley,Cardiff,G Eltringham
2122,E1,2022-02-02,Huddersfield,Derby,M Donohue
2122,E1,2022-02-04,Birmingham,Sheffield United,K Stroud
2122,E1,2022-02-05,Blackpool,Bristol City,J Linington
2122,E1,2022-02-05,Hull,Preston,D Bond
2122,E1,2022-02-05,Swansea,Blackburn,T Robinson
2122,E1,2022-02-08,Coventry,Blackpool,A Marriner
2122,E1,2022-02-08,Derby,Hull,G Eltringham
2122,E1,2022-02-08,Fulham,Millwall,M Donohue
2122,E1,2022-02-08,Luton,Barnsley,A Davies
2122,E1,2022-02-08,Stoke,Swansea,J Simpson
2122,E1,2022-02-09,Blackburn,Nott'm Forest,J Smith
2122,E1,2022-02-09,Bournemouth,Birmingham,J Linington
2122,E1,2022-02-09,Bristol City,Reading,O Langford
2122,E1,2022-02-09,Cardiff,Peterboro,K Friend
2122,E1,2022-02-09,Preston,Huddersfield,R Jones
2122,E1,2022-02-09,QPR,Middlesbrough,D Whitestone
2122,E1,2022-02-09,Sheffield United,West Brom,L Doughty
2122,E1,2022-02-12,Barnsley,QPR,M Salisbury
2122,E1,2022-02-12,Birmingham,Luton,D Bond
2122,E1,2022-02-12,Blackpool,Bournemouth,D Whitestone
2122,E1,2022-02-12,Huddersfield,Sheffield United,J Linington
2122,E1,2022-02-12,Hull,Fulham,A Woolmer
2122,E1,2022-02-12,Middlesbrough,Derby,M Dean
2122,E1,2022-02-12,Millwall,Cardiff,S Martin
2122,E1,2022-02-12,Nott'm Forest,Stoke,L Doughty
2122,E1,2022-02-12,Peterboro,Preston,T Robinson
2122,E1,2022-02-12,Reading,Coventry,D Webb
2122,E1,2022-02-13,Swansea,Bristol City,K Stroud
2122,E1,2022-02-14,West Brom,Blackburn,J Brooks
2122,E1,2022-02-15,Cardiff,Coventry,J Busby
2122,E1,2022-02-15,Millwall,QPR,J Linington
2122,E1,2022-02-15,Sheffield United,Hull,O Langford
2122,E1,2022-02-16,Peterboro,Reading,M Donohue
2122,E1,2022-02-19,Bristol City,Middlesbrough,L Doughty
2122,E1,2022-02-19,Cardiff,Blackpool,D Bond
2122,E1,2022-02-19,Coventry,Barnsley,J Smith
2122,E1,2022-02-19,Derby,Peterboro,J Linington
2122,E1,2022-02-19,Fulham,Huddersfield,T Harrington
2122,E1,2022-02-19,Luton,West Brom,G Ward
2122,E1,2022-02-19,Preston,Reading,J Busby
2122,E1,2022-02-19,QPR,Hull,T Robinson
2122,E1,2022-02-19,Sheffield United,Swansea,D Webb
2122,E1,2022-02-19,Stoke,Birmingham,A Davies
2122,E1,2022-02-22,Bristol City,Coventry,D Whitestone
2122,E1,2022-02-22,Hull,Barnsley,S Martin
2122,E1,2022-02-22,Middlesbrough,West Brom,M Salisbury
2122,E1,2022-02-22,Preston,Nott'm Forest,G Eltringham
2122,E1,2022-02-22,Reading,Birmingham,S Hooper
2122,E1,2022-02-23,Derby,Millwall,J Simpson
2122,E1,2022-02-23,Fulham,Peterboro,J Gillett
2122,E1,2022-02-23,Huddersfield,Cardiff,O Langford
2122,E1,2022-02-23,QPR,Blackpool,G Ward
2122,E1,2022-02-23,Sheffield United,Blackburn,M Donohue
2122,E1,2022-02-23,Stoke,Luton,J Busby
2122,E1,2022-02-26,Barnsley,Middlesbrough,J Linington
2122,E1,2022-02-26,Birmingham,Huddersfield,D Webb
2122,E1,2022-02-26,Blackburn,QPR,J Simpson
2122,E1,2022-02-26,Blackpool,Reading,P Bankes
2122,E1,2022-02-26,Bournemouth,Stoke,T Robinson
2122,E1,2022-02-26,Cardiff,Fulham,L Doughty
2122,E1,2022-02-26,Coventry,Preston,K Stroud
2122,E1,2022-02-26,Luton,Derby,A Woolmer
2122,E1,2022-02-26,Millwall,Sheffield United,M Salisbury
2122,E1,2022-02-26,Nott'm Forest,Bristol City,D Bond
2122,E1,2022-02-26,Peterboro,Hull,T Harrington
2122,E1,2022-02-28,West Brom,Swansea,D Whitestone
2122,E1,2022-03-01,Cardiff,Derby,A Davies
2122,E1,2022-03-04,Huddersfield,Peterboro,D Bond
2122,E1,2022-03-04,Sheffield United,Nott'm Forest,J Smith
2122,E1,2022-03-05,Bristol City,Birmingham,T Bramall
2122,E1,2022-03-05,Derby,Barnsley,R Jones
2122,E1,2022-03-05,Fulham,Blackburn,D Webb
2122,E1,2022-03-05,Hull,West Brom,J Linington
2122,E1,2022-03-05,Middlesbrough,Luton,J Simpson
2122,E1,2022-03-05,Preston,Bournemouth,M Donohue
2122,E1,2022-03-05,QPR,Cardiff,M Salisbury
2122,E1,2022-03-05,Reading,Millwall,A Woolmer
2122,E1,2022-03-05,Stoke,Blackpool,T Harrington
2122,E1,2022-03-05,Swansea,Coventry,G Eltringham
2122,E1,2022-03-08,Barnsley,Stoke,L Doughty
2122,E1,2022-03-08,Blackburn,Millwall,D Whitestone
2122,E1,2022-03-08,Bournemouth,Peterboro,G Ward
2122,E1,2022-03-08,Coventry,Luton,O Langford
2122,E1,2022-03-08,Sheffield United,Middlesbrough,T Robinson
2122,E1,2022-03-08,Swansea,Fulham,J Gillett
2122,E1,2022-03-11,West Brom,Huddersfield,M Donohue
2122,E1,2022-03-12,Barnsley,Fulham,T Robinson
2122,E1,2022-03-12,Birmingham,Hull,M Salisbury
2122,E1,2022-03-12,Blackburn,Bristol City,G Ward
2122,E1,2022-03-12,Blackpool,Swansea,S Martin
2122,E1,2022-03-12,Bournemouth,Derby,A Madley
2122,E1,2022-03-12,Cardiff,Preston,J Linington
2122,E1,2022-03-12,Coventry,Sheffield United,J Simpson
2122,E1,2022-03-12,Millwall,Middlesbrough,R Jones
2122,E1,2022-03-12,Nott'm Forest,Reading,T Bramall
2122,E1,2022-03-12,Peterboro,Stoke,D Whitestone
2122,E1,2022-03-13,Luton,QPR,J Smith
2122,E1,2022-03-15,Barnsley,Bristol City,D Webb
2122,E1,2022-03-15,Birmingham,Middlesbrough,D Bond
2122,E1,2022-03-15,Blackburn,Derby,T Harrington
2122,E1,2022-03-15,Bournemouth,Reading,L Doughty
2122,E1,2022-03-15,West Brom,Fulham,K Friend
2122,E1,2022-03-16,Blackpool,Sheffield United,G Eltringham
2122,E1,2022-03-16,Cardiff,Stoke,A Woolmer
2122,E1,2022-03-16,Coventry,Hull,J Busby
2122,E1,2022-03-16,Luton,Preston,S Martin
2122,E1,2022-03-16,Millwall,Huddersfield,J Linington
2122,E1,2022-03-16,Nott'm Forest,QPR,P Bankes
2122,E1,2022-03-16,Peterboro,Swansea,O Langford
2122,E1,2022-03-19,Bristol City,West Brom,L Doughty
2122,E1,2022-03-19,Derby,Coventry,D Bond
2122,E1,2022-03-19,Huddersfield,Bournemouth,S Hooper
2122,E1,2022-03-19,Hull,Luton,T Harrington
2122,E1,2022-03-19,Reading,Blackburn,J Linington
2122,E1,2022-03-19,Sheffield United,Barnsley,S Martin
2122,E1,2022-03-19,Stoke,Millwall,J Brooks
2122,E1,2022-03-19,Swansea,Birmingham,J Simpson
2122,E1,2022-03-20,QPR,Peterboro,D Webb
2122,E1,2022-04-01,Hull,Huddersfield,J Simpson
2122,E1,2022-04-02,Barnsley,Reading,K Stroud
2122,E1,2022-04-02,Blackpool,Nott'm Forest,J Gillett
2122,E1,2022-04-02,Bournemouth,Bristol City,S Martin
2122,E1,2022-04-02,Cardiff,Swansea,J Smith
2122,E1,2022-04-02,Coventry,Blackburn,P Bankes
2122,E1,2022-04-02,Derby,Preston,G Eltringham
2122,E1,2022-04-02,Luton,Millwall,G Scott
2122,E1,2022-04-02,Peterboro,Middlesbrough,L Doughty
2122,E1,2022-04-02,QPR,Fulham,G Ward
2122,E1,2022-04-02,Stoke,Sheffield United,D Webb
2122,E1,2022-04-03,Birmingham,West Brom,D Whitestone
2122,E1,2022-04-05,Millwall,Swansea,A Davies
2122,E1,2022-04-05,Peterboro,Luton,T Bramall
2122,E1,2022-04-05,Preston,Blackpool,D Webb
2122,E1,2022-04-05,Reading,Stoke,D Whitestone
2122,E1,2022-04-05,Sheffield United,QPR,D Bond
2122,E1,2022-04-06,Middlesbrough,Fulham,J Linington
2122,E1,2022-04-06,Nott'm Forest,Coventry,T Robinson
2122,E1,2022-04-06,West Brom,Bournemouth,K Stroud
2122,E1,2022-04-09,Blackburn,Blackpool,M Donohue
2122,E1,2022-04-09,Bristol City,Peterboro,J Brooks
2122,E1,2022-04-09,Middlesbrough,Hull,A Woolmer
2122,E1,2022-04-09,Millwall,Barnsley,O Langford
2122,E1,2022-04-09,Nott'm Forest,Birmingham,G Ward
2122,E1,2022-04-09,Preston,QPR,T Harrington
2122,E1,2022-04-09,Reading,Cardiff,M Salisbury
2122,E1,2022-04-09,Sheffield United,Bournemouth,D Whitestone
2122,E1,2022-04-09,Swansea,Derby,T Robinson
2122,E1,2022-04-09,West Brom,Stoke,A Davies
2122,E1,2022-04-10,Fulham,Coventry,K Stroud
2122,E1,2022-04-11,Huddersfield,Luton,G Eltringham
2122,E1,2022-04-15,Birmingham,Coventry,O Langford
2122,E1,2022-04-15,Bournemouth,Middlesbrough,T Robinson
2122,E1,2022-04-15,Derby,Fulham,R Jones
2122,E1,2022-04-15,Huddersfield,QPR,L Doughty
2122,E1,2022-04-15,Hull,Cardiff,S Martin
2122,E1,2022-04-15,Luton,Nott'm Forest,J Linington
2122,E1,2022-04-15,Peterboro,Blackburn,C Kavanagh
2122,E1,2022-04-15,Preston,Millwall,T Bramall
2122,E1,2022-04-15,Sheffield United,Reading,G Ward
2122,E1,2022-04-15,Stoke,Bristol City,M Donohue
2122,E1,2022-04-15,Swansea,Barnsley,A Woolmer
2122,E1,2022-04-15,West Brom,Blackpool,J Simpson
2122,E1,2022-04-18,Barnsley,Peterboro,D Bond
2122,E1,2022-04-18,Blackburn,Stoke,G Eltringham
2122,E1,2022-04-18,Blackpool,Birmingham,T Robinson
2122,E1,2022-04-18,Bristol City,Sheffield United,K Stroud
2122,E1,2022-04-18,Cardiff,Luton,A Davies
2122,E1,2022-04-18,Coventry,Bournemouth,M Donohue
2122,E1,2022-04-18,Middlesbrough,Huddersfield,D England
2122,E1,2022-04-18,Millwall,Hull,D Whitestone
2122,E1,2022-04-18,Nott'm Forest,West Brom,D Webb
2122,E1,2022-04-18,QPR,Derby,J Smith
2122,E1,2022-04-18,Reading,Swansea,K Friend
2122,E1,2022-04-19,Fulham,Preston,D Doughty
2122,E1,2022-04-22,Huddersfield,Barnsley,J Linington
2122,E1,2022-04-23,Birmingham,Millwall,L Doughty
2122,E1,2022-04-23,Bournemouth,Fulham,G Scott
2122,E1,2022-04-23,Derby,Bristol City,T Bramall
2122,E1,2022-04-23,Hull,Reading,T Robinson
2122,E1,2022-04-23,Luton,Blackpool,J Brooks
2122,E1,2022-04-23,Peterboro,Nott'm Forest,M Salisbury
2122,E1,2022-04-23,Sheffield United,Cardiff,O Langford
2122,E1,2022-04-23,Stoke,QPR,A Woolmer
2122,E1,2022-04-23,Swansea,Middlesbrough,D Webb
2122,E1,2022-04-23,West Brom,Coventry,S Martin
2122,E1,2022-04-25,Preston,Blackburn,J Simpson
2122,E1,2022-04-26,Barnsley,Blackpool,J Busby
2122,E1,2022-04-26,Fulham,Nott'm Forest,J Smith
2122,E1,2022-04-26,Swansea,Bournemouth,D Bond
2122,E1,2022-04-27,Middlesbrough,Cardiff,M Donohue
2122,E1,2022-04-29,QPR,Sheffield United,P Bankes
2122,E1,2022-04-30,Barnsley,Preston,D Webb
2122,E1,2022-04-30,Blackburn,Bournemouth,R Jones
2122,E1,2022-04-30,Blackpool,Derby,A Davies
2122,E1,2022-04-30,Bristol City,Hull,B Toner
2122,E1,2022-04-30,Cardiff,Birmingham,J Busby
2122,E1,2022-04-30,Coventry,Huddersfield,T Harrington
2122,E1,2022-04-30,Middlesbrough,Stoke,J Simpson
2122,E1,2022-04-30,Millwall,Peterboro,G Eltringham
2122,E1,2022-04-30,Nott'm Forest,Swansea,G Scott
2122,E1,2022-04-30,Reading,West Brom,M Donohue
2122,E1,2022-05-02,Fulham,Luton,T Robinson
2122,E1,2022-05-03,Bournemouth,Nott'm Forest,S Attwell
2122,E1,2022-05-07,Birmingham,Blackburn,A Davies
2122,E1,2022-05-07,Bournemouth,Millwall,A Marriner
2122,E1,2022-05-07,Derby,Cardiff,K Stroud
2122,E1,2022-05-07,Huddersfield,Bristol City,D Webb
2122,E1,2022-05-07,Hull,Nott'm Forest,S Hooper
2122,E1,2022-05-07,Luton,Reading,J Simpson
2122,E1,2022-05-07,Peterboro,Blackpool,A Woolmer
2122,E1,2022-05-07,Preston,Middlesbrough,T Robinson
2122,E1,2022-05-07,Sheffield United,Fulham,J Smith
2122,E1,2022-05-07,Stoke,Coventry,G Ward
2122,E1,2022-05-07,Swansea,QPR,S Martin
2122,E1,2022-05-07,West Brom,Barnsley,L Doughty
2122,E2,2021-08-07,Bolton,Milton Keynes Dons,M Coy
2122,E2,2021-08-07,Cambridge,Oxford,D Rock
2122,E2,2021-08-07,Charlton,Sheffield Weds,W Finnie
2122,E2,2021-08-07,Crewe,Cheltenham,B Toner
2122,E2,2021-08-07,Doncaster,AFC Wimbledon,S Barrott
2122,E2,2021-08-07,Fleetwood Town,Portsmouth,B Speedie
2122,E2,2021-08-07,Gillingham,Lincoln,T Bramall
2122,E2,2021-08-07,Ipswich,Morecambe,C Hicks
2122,E2,2021-08-07,Rotherham,Plymouth,S Stockbridge
