sezon,lig,tarih,ev,dep,hakem
2324,E3,2023-08-26,Milton Keynes Dons,Doncaster,A Kitchen
2324,E3,2023-08-26,Newport County,Sutton,M Corlett
2324,E3,2023-08-26,Notts County,Tranmere,T Parsons
2324,E3,2023-08-26,Salford,Accrington,C Breakspear
2324,E3,2023-08-26,Swindon,Crawley Town,J Miles
2324,E3,2023-08-26,Walsall,Grimsby,B Atkinson
2324,E3,2023-09-02,Crewe,Milton Keynes Dons,P Wright
2324,E3,2023-09-02,Doncaster,Swindon,E Duckworth
2324,E3,2023-09-02,Grimsby,Gillingham,A Herczeg
2324,E3,2023-09-02,Harrogate,Barrow,S Jackson
2324,E3,2023-09-02,Mansfield,Bradford,L Doughty
2324,E3,2023-09-02,Morecambe,Salford,W Finnie
2324,E3,2023-09-02,Newport County,AFC Wimbledon,J Miles
2324,E3,2023-09-02,Notts County,Accrington,T Kirk
2324,E3,2023-09-02,Stockport,Crawley Town,M Edwards
2324,E3,2023-09-02,Sutton,Forest Green,S Simpson
2324,E3,2023-09-02,Tranmere,Wrexham,M Woods
2324,E3,2023-09-02,Walsall,Colchester,L Swabey
2324,E3,2023-09-09,AFC Wimbledon,Stockport,A Young
2324,E3,2023-09-09,Accrington,Mansfield,R Joyce
2324,E3,2023-09-09,Bradford,Grimsby,S Purkiss
2324,E3,2023-09-09,Colchester,Tranmere,D Bourne
2324,E3,2023-09-09,Crawley Town,Newport County,S Tallis
2324,E3,2023-09-09,Forest Green,Crewe,T Parsons
2324,E3,2023-09-09,Gillingham,Harrogate,N Hair
2324,E3,2023-09-09,Milton Keynes Dons,Notts County,C Kavanagh
2324,E3,2023-09-09,Salford,Walsall,P Howard
2324,E3,2023-09-09,Swindon,Sutton,B Atkinson
2324,E3,2023-09-09,Wrexham,Doncaster,L Doughty
2324,E3,2023-09-15,Salford,Notts County,S Simpson
2324,E3,2023-09-16,AFC Wimbledon,Crewe,L Smith
2324,E3,2023-09-16,Accrington,Sutton,D Drysdale
2324,E3,2023-09-16,Bradford,Harrogate,S Gill
2324,E3,2023-09-16,Colchester,Mansfield,A Davies
2324,E3,2023-09-16,Crawley Town,Tranmere,A Young
2324,E3,2023-09-16,Forest Green,Doncaster,J Miles
2324,E3,2023-09-16,Gillingham,Morecambe,D Bourne
2324,E3,2023-09-16,Milton Keynes Dons,Stockport,E Duckworth
2324,E3,2023-09-16,Newport County,Barrow,M Coy
2324,E3,2023-09-16,Swindon,Walsall,M Corlett
2324,E3,2023-09-16,Wrexham,Grimsby,D Rock
2324,E3,2023-09-23,Crewe,Colchester,C Breakspear
2324,E3,2023-09-23,Doncaster,Gillingham,T Parsons
2324,E3,2023-09-23,Grimsby,Crawley Town,S Mather
2324,E3,2023-09-23,Harrogate,Salford,B Atkinson
2324,E3,2023-09-23,Mansfield,Barrow,M Edwards
2324,E3,2023-09-23,Morecambe,Swindon,S Tallis
2324,E3,2023-09-23,Newport County,Bradford,A Davies
2324,E3,2023-09-23,Notts County,Forest Green,S Stockbridge
2324,E3,2023-09-23,Stockport,Wrexham,C Brook
2324,E3,2023-09-23,Sutton,Milton Keynes Dons,T Kirk
2324,E3,2023-09-23,Tranmere,Accrington,S Purkiss
2324,E3,2023-09-23,Walsall,AFC Wimbledon,D Bourne
2324,E3,2023-09-30,AFC Wimbledon,Tranmere,D Middleton
2324,E3,2023-09-30,Accrington,Stockport,T Reeves
2324,E3,2023-09-30,Barrow,Doncaster,S Oldham
2324,E3,2023-09-30,Bradford,Walsall,S Jackson
2324,E3,2023-09-30,Colchester,Notts County,D Rock
2324,E3,2023-09-30,Crawley Town,Sutton,P Howard
2324,E3,2023-09-30,Forest Green,Morecambe,A Herczeg
2324,E3,2023-09-30,Gillingham,Mansfield,J Miles
2324,E3,2023-09-30,Milton Keynes Dons,Harrogate,M Coy
2324,E3,2023-09-30,Salford,Newport County,S Stockbridge
2324,E3,2023-09-30,Swindon,Grimsby,A Davies
2324,E3,2023-09-30,Wrexham,Crewe,L Swabey
2324,E3,2023-10-03,Crewe,Gillingham,D Middleton
2324,E3,2023-10-03,Doncaster,Crawley Town,M Woods
2324,E3,2023-10-03,Grimsby,Barrow,T Kirk
2324,E3,2023-10-03,Harrogate,AFC Wimbledon,P Wright
2324,E3,2023-10-03,Mansfield,Wrexham,A Herczeg
2324,E3,2023-10-03,Morecambe,Accrington,K Stroud
2324,E3,2023-10-03,Newport County,Colchester,L Smith
2324,E3,2023-10-03,Notts County,Swindon,D Drysdale
2324,E3,2023-10-03,Stockport,Forest Green,R Joyce
2324,E3,2023-10-03,Sutton,Salford,C Brook
2324,E3,2023-10-03,Tranmere,Bradford,S Oldham
2324,E3,2023-10-03,Walsall,Milton Keynes Dons,C Pollard
2324,E3,2023-10-07,Accrington,Forest Green,B Atkinson
2324,E3,2023-10-07,Barrow,Notts County,B Toner
2324,E3,2023-10-07,Bradford,Swindon,C Pollard
2324,E3,2023-10-07,Colchester,Morecambe,S Purkiss
2324,E3,2023-10-07,Crawley Town,Wrexham,O Yates
2324,E3,2023-10-07,Gillingham,Milton Keynes Dons,D Drysdale
2324,E3,2023-10-07,Mansfield,AFC Wimbledon,M Woods
2324,E3,2023-10-07,Newport County,Harrogate,R Welch
2324,E3,2023-10-07,Salford,Crewe,T Kirk
2324,E3,2023-10-07,Stockport,Doncaster,A Herczeg
2324,E3,2023-10-07,Sutton,Walsall,E Duckworth
2324,E3,2023-10-07,Tranmere,Grimsby,M Coy
2324,E3,2023-10-14,AFC Wimbledon,Bradford,S Simpson
2324,E3,2023-10-14,Crewe,Tranmere,R Joyce
2324,E3,2023-10-14,Doncaster,Sutton,D Bourne
2324,E3,2023-10-14,Forest Green,Colchester,O Yates
2324,E3,2023-10-14,Grimsby,Accrington,L Smith
2324,E3,2023-10-14,Harrogate,Stockport,T Smith
2324,E3,2023-10-14,Milton Keynes Dons,Barrow,W Finnie
2324,E3,2023-10-14,Notts County,Mansfield,S Oldham
2324,E3,2023-10-14,Swindon,Newport County,D Rock
2324,E3,2023-10-14,Walsall,Gillingham,C Breakspear
2324,E3,2023-10-14,Wrexham,Salford,B Toner
2324,E3,2023-10-20,Newport County,Walsall,S Gill
2324,E3,2023-10-20,Tranmere,Doncaster,B Speedie
2324,E3,2023-10-21,Accrington,Milton Keynes Dons,S Mather
2324,E3,2023-10-21,Barrow,AFC Wimbledon,S Tallis
2324,E3,2023-10-21,Bradford,Wrexham,R Joyce
2324,E3,2023-10-21,Colchester,Harrogate,P Howard
2324,E3,2023-10-21,Crawley Town,Crewe,S Purkiss
2324,E3,2023-10-21,Gillingham,Notts County,A Young
2324,E3,2023-10-21,Salford,Swindon,L Smith
2324,E3,2023-10-21,Stockport,Grimsby,S Simpson
2324,E3,2023-10-21,Sutton,Morecambe,N Hair
2324,E3,2023-10-24,AFC Wimbledon,Accrington,C Brook
2324,E3,2023-10-24,Crewe,Stockport,M Woods
2324,E3,2023-10-24,Doncaster,Salford,N Hair
2324,E3,2023-10-24,Forest Green,Barrow,T Reeves
2324,E3,2023-10-24,Grimsby,Colchester,S Oldham
2324,E3,2023-10-24,Harrogate,Mansfield,S Martin
2324,E3,2023-10-24,Milton Keynes Dons,Bradford,M Corlett
2324,E3,2023-10-24,Morecambe,Tranmere,P Howard
2324,E3,2023-10-24,Notts County,Newport County,C Breakspear
2324,E3,2023-10-24,Swindon,Gillingham,P Wright
2324,E3,2023-10-24,Walsall,Crawley Town,W Finnie
2324,E3,2023-10-24,Wrexham,Sutton,S Stockbridge
2324,E3,2023-10-28,Accrington,Colchester,A Herczeg
2324,E3,2023-10-28,Barrow,Salford,J Miles
2324,E3,2023-10-28,Doncaster,Grimsby,D Drysdale
2324,E3,2023-10-28,Forest Green,Crawley Town,C Hicks
2324,E3,2023-10-28,Gillingham,Newport County,T Reeves
2324,E3,2023-10-28,Harrogate,Crewe,D Bourne
2324,E3,2023-10-28,Mansfield,Walsall,D Rock
2324,E3,2023-10-28,Milton Keynes Dons,Swindon,R Joyce
2324,E3,2023-10-28,Morecambe,AFC Wimbledon,E Duckworth
2324,E3,2023-10-28,Notts County,Wrexham,M Edwards
2324,E3,2023-10-28,Stockport,Tranmere,C Pollard
2324,E3,2023-10-28,Sutton,Bradford,O Langford
2324,E3,2023-10-31,Barrow,Morecambe,B Speedie
2324,E3,2023-11-07,Colchester,Swindon,T Nield
2324,E3,2023-11-11,AFC Wimbledon,Doncaster,O Yates
2324,E3,2023-11-11,Bradford,Barrow,D Webb
2324,E3,2023-11-11,Colchester,Sutton,P Wright
2324,E3,2023-11-11,Crawley Town,Accrington,D Rock
2324,E3,2023-11-11,Crewe,Notts County,S Mather
2324,E3,2023-11-11,Grimsby,Morecambe,A Young
2324,E3,2023-11-11,Newport County,Milton Keynes Dons,B Atkinson
2324,E3,2023-11-11,Salford,Mansfield,R Joyce
2324,E3,2023-11-11,Swindon,Stockport,S Purkiss
2324,E3,2023-11-11,Tranmere,Forest Green,E Duckworth
2324,E3,2023-11-11,Walsall,Harrogate,M Corlett
2324,E3,2023-11-11,Wrexham,Gillingham,W Finnie
2324,E3,2023-11-18,Accrington,Wrexham,N Hair
2324,E3,2023-11-18,Barrow,Crawley Town,S Stockbridge
2324,E3,2023-11-18,Forest Green,Grimsby,S Tallis
2324,E3,2023-11-18,Gillingham,Salford,P Howard
2324,E3,2023-11-18,Harrogate,Swindon,J Miles
2324,E3,2023-11-18,Mansfield,Newport County,T Kirk
2324,E3,2023-11-18,Notts County,Bradford,T Reeves
2324,E3,2023-11-18,Stockport,Colchester,A Davies
2324,E3,2023-11-18,Sutton,Tranmere,L Swabey
2324,E3,2023-11-25,AFC Wimbledon,Notts County,A Herczeg
2324,E3,2023-11-25,Bradford,Accrington,K Stroud
2324,E3,2023-11-25,Colchester,Barrow,D Bourne
2324,E3,2023-11-25,Crawley Town,Harrogate,C Brook
2324,E3,2023-11-25,Crewe,Doncaster,M Coy
2324,E3,2023-11-25,Grimsby,Sutton,M Corlett
2324,E3,2023-11-25,Newport County,Stockport,D Drysdale
2324,E3,2023-11-25,Salford,Milton Keynes Dons,S Jackson
2324,E3,2023-11-25,Swindon,Mansfield,L Swabey
2324,E3,2023-11-25,Tranmere,Gillingham,M Edwards
2324,E3,2023-11-25,Walsall,Forest Green,P Wright
2324,E3,2023-11-25,Wrexham,Morecambe,B Atkinson
2324,E3,2023-11-28,Accrington,Swindon,S Stockbridge
2324,E3,2023-11-28,Barrow,Walsall,L Smith
2324,E3,2023-11-28,Doncaster,Colchester,B Toner
2324,E3,2023-11-28,Forest Green,Bradford,S Mather
2324,E3,2023-11-28,Gillingham,AFC Wimbledon,L Swabey
2324,E3,2023-11-28,Harrogate,Wrexham,M Woods
2324,E3,2023-11-28,Mansfield,Tranmere,M Corlett
2324,E3,2023-11-28,Milton Keynes Dons,Grimsby,P Wright
2324,E3,2023-11-28,Morecambe,Newport County,R Joyce
2324,E3,2023-11-28,Notts County,Crawley Town,S Jackson
2324,E3,2023-11-28,Stockport,Salford,O Yates
2324,E3,2023-11-28,Sutton,Crewe,J Busby
2324,E3,2023-12-09,AFC Wimbledon,Swindon,S Oldham
2324,E3,2023-12-09,Accrington,Doncaster,P Wright
2324,E3,2023-12-09,Colchester,Crawley Town,J Durkin
2324,E3,2023-12-09,Grimsby,Crewe,R Watkins
2324,E3,2023-12-09,Morecambe,Stockport,J Busby
2324,E3,2023-12-09,Notts County,Walsall,D Baines
2324,E3,2023-12-09,Tranmere,Newport County,S Stockbridge
2324,E3,2023-12-16,Crawley Town,Mansfield,S Simpson
2324,E3,2023-12-16,Crewe,Accrington,P Howard
2324,E3,2023-12-16,Doncaster,Morecambe,K Dowle
2324,E3,2023-12-16,Gillingham,Bradford,S Jackson
2324,E3,2023-12-16,Harrogate,Notts County,S Tallis
2324,E3,2023-12-16,Milton Keynes Dons,Forest Green,S Stockbridge
2324,E3,2023-12-16,Newport County,Grimsby,T Nield
2324,E3,2023-12-16,Salford,AFC Wimbledon,B Speedie
2324,E3,2023-12-16,Stockport,Sutton,A Herczeg
2324,E3,2023-12-16,Swindon,Barrow,C Hicks
2324,E3,2023-12-16,Walsall,Tranmere,A Young
2324,E3,2023-12-16,Wrexham,Colchester,O Yates
2324,E3,2023-12-22,Colchester,Salford,W Finnie
2324,E3,2023-12-22,Crawley Town,AFC Wimbledon,M Corlett
2324,E3,2023-12-22,Crewe,Barrow,A Young
2324,E3,2023-12-22,Doncaster,Bradford,E Duckworth
2324,E3,2023-12-22,Forest Green,Gillingham,S Allison
2324,E3,2023-12-22,Stockport,Notts County,S Stockbridge
2324,E3,2023-12-23,Accrington,Walsall,S Oldham
2324,E3,2023-12-23,Grimsby,Harrogate,A Herczeg
2324,E3,2023-12-23,Morecambe,Milton Keynes Dons,L Smith
2324,E3,2023-12-23,Sutton,Mansfield,A Chilowicz
2324,E3,2023-12-23,Tranmere,Swindon,S Gill
2324,E3,2023-12-23,Wrexham,Newport County,J Busby
2324,E3,2023-12-26,AFC Wimbledon,Sutton,S Purkiss
2324,E3,2023-12-26,Barrow,Stockport,M Coy
2324,E3,2023-12-26,Bradford,Morecambe,D Drysdale
2324,E3,2023-12-26,Gillingham,Crawley Town,B Atkinson
2324,E3,2023-12-26,Harrogate,Accrington,B Speedie
2324,E3,2023-12-26,Mansfield,Grimsby,O Yates
2324,E3,2023-12-26,Milton Keynes Dons,Colchester,A Chilowicz
2324,E3,2023-12-26,Newport County,Forest Green,S Martin
2324,E3,2023-12-26,Notts County,Doncaster,L Smith
2324,E3,2023-12-26,Salford,Tranmere,B Toner
2324,E3,2023-12-26,Swindon,Wrexham,T Reeves
2324,E3,2023-12-26,Walsall,Crewe,S Jackson
2324,E3,2023-12-29,AFC Wimbledon,Colchester,B Atkinson
2324,E3,2023-12-29,Barrow,Accrington,S Mather
2324,E3,2023-12-29,Bradford,Stockport,L Smith
2324,E3,2023-12-29,Gillingham,Sutton,D Rock
2324,E3,2023-12-29,Harrogate,Tranmere,T Reeves
2324,E3,2023-12-29,Mansfield,Doncaster,S Jackson
2324,E3,2023-12-29,Milton Keynes Dons,Crawley Town,R Joyce
2324,E3,2023-12-29,Newport County,Crewe,B Speedie
2324,E3,2023-12-29,Notts County,Morecambe,R Madley
2324,E3,2023-12-29,Salford,Grimsby,D Baines
2324,E3,2023-12-29,Swindon,Forest Green,S Simpson
2324,E3,2023-12-29,Walsall,Wrexham,P Howard
2324,E3,2024-01-01,Accrington,Salford,M Corlett
2324,E3,2024-01-01,Colchester,Gillingham,S Purkiss
2324,E3,2024-01-01,Crawley Town,Swindon,P Howard
2324,E3,2024-01-01,Crewe,Bradford,P Wright
2324,E3,2024-01-01,Doncaster,Milton Keynes Dons,T Parsons
2324,E3,2024-01-01,Forest Green,AFC Wimbledon,J Durkin
2324,E3,2024-01-01,Grimsby,Walsall,E Duckworth
2324,E3,2024-01-01,Morecambe,Harrogate,S Mather
2324,E3,2024-01-01,Stockport,Mansfield,D Middleton
2324,E3,2024-01-01,Sutton,Newport County,A Young
2324,E3,2024-01-01,Tranmere,Notts County,O Yates
2324,E3,2024-01-01,Wrexham,Barrow,S Oldham
2324,E3,2024-01-06,Barrow,Tranmere,A Herczeg
2324,E3,2024-01-06,Bradford,Crawley Town,N Hair
2324,E3,2024-01-06,Harrogate,Doncaster,S Purkiss
2324,E3,2024-01-06,Mansfield,Crewe,M Corlett
2324,E3,2024-01-06,Salford,Forest Green,C Breakspear
2324,E3,2024-01-06,Swindon,Colchester,R Watkins
2324,E3,2024-01-13,Accrington,Gillingham,D Middleton
2324,E3,2024-01-13,Colchester,Bradford,S Simpson
2324,E3,2024-01-13,Crawley Town,Salford,D Bourne
2324,E3,2024-01-13,Crewe,Swindon,L Doughty
2324,E3,2024-01-13,Doncaster,Newport County,A Chilowicz
2324,E3,2024-01-13,Forest Green,Harrogate,C Pollard
2324,E3,2024-01-13,Grimsby,Notts County,C Hicks
2324,E3,2024-01-13,Morecambe,Mansfield,S Stockbridge
2324,E3,2024-01-13,Stockport,Walsall,B Atkinson
2324,E3,2024-01-13,Sutton,Barrow,P Howard
2324,E3,2024-01-13,Tranmere,Milton Keynes Dons,D Drysdale
2324,E3,2024-01-13,Wrexham,AFC Wimbledon,D Rock
2324,E3,2024-01-20,Barrow,Crewe,T Parsons
2324,E3,2024-01-20,Gillingham,Forest Green,C Hicks
2324,E3,2024-01-20,Milton Keynes Dons,Morecambe,M Edwards
2324,E3,2024-01-20,Newport County,Wrexham,S Mather
2324,E3,2024-01-23,Bradford,Salford,S Oldham
2324,E3,2024-01-23,Mansfield,Sutton,E Duckworth
2324,E3,2024-01-23,Milton Keynes Dons,AFC Wimbledon,S Gill
2324,E3,2024-01-27,AFC Wimbledon,Mansfield,W Finnie
2324,E3,2024-01-27,Crewe,Salford,S Parkinson
2324,E3,2024-01-27,Doncaster,Stockport,D Rock
2324,E3,2024-01-27,Forest Green,Accrington,A Herczeg
2324,E3,2024-01-27,Grimsby,Tranmere,P Howard
2324,E3,2024-01-27,Milton Keynes Dons,Gillingham,C Brook
2324,E3,2024-01-27,Morecambe,Colchester,D Middleton
2324,E3,2024-01-27,Notts County,Barrow,A Chilowicz
2324,E3,2024-01-27,Swindon,Bradford,G Eltringham
2324,E3,2024-01-27,Walsall,Sutton,R Joyce
2324,E3,2024-01-30,Sutton,Harrogate,S Parkinson
2324,E3,2024-02-03,Accrington,Grimsby,D Rock
2324,E3,2024-02-03,Barrow,Milton Keynes Dons,T Reeves
2324,E3,2024-02-03,Bradford,AFC Wimbledon,R Joyce
2324,E3,2024-02-03,Colchester,Forest Green,N Hair
2324,E3,2024-02-03,Crawley Town,Morecambe,D Whitestone
2324,E3,2024-02-03,Gillingham,Walsall,C Breakspear
2324,E3,2024-02-03,Mansfield,Notts County,T Kirk
2324,E3,2024-02-03,Newport County,Swindon,M Corlett
2324,E3,2024-02-03,Salford,Wrexham,A Chilowicz
2324,E3,2024-02-03,Stockport,Harrogate,B Toner
2324,E3,2024-02-03,Sutton,Doncaster,S Simpson
2324,E3,2024-02-03,Tranmere,Crewe,C Brook
2324,E3,2024-02-09,Notts County,Gillingham,S Oldham
2324,E3,2024-02-10,AFC Wimbledon,Barrow,S Simpson
2324,E3,2024-02-10,Crewe,Crawley Town,M Coy
2324,E3,2024-02-10,Doncaster,Tranmere,J Busby
2324,E3,2024-02-10,Forest Green,Mansfield,S Gill
2324,E3,2024-02-10,Grimsby,Stockport,T Parsons
2324,E3,2024-02-10,Harrogate,Colchester,T Nield
2324,E3,2024-02-10,Milton Keynes Dons,Accrington,D Bourne
2324,E3,2024-02-10,Morecambe,Sutton,P Wright
2324,E3,2024-02-10,Swindon,Salford,D Drysdale
2324,E3,2024-02-10,Walsall,Newport County,L Swabey
2324,E3,2024-02-10,Wrexham,Bradford,B Speedie
2324,E3,2024-02-13,Accrington,AFC Wimbledon,E Duckworth
2324,E3,2024-02-13,Barrow,Forest Green,L Smith
2324,E3,2024-02-13,Bradford,Milton Keynes Dons,O Yates
2324,E3,2024-02-13,Crawley Town,Walsall,J Busby
2324,E3,2024-02-13,Gillingham,Swindon,D Bourne
2324,E3,2024-02-13,Mansfield,Harrogate,S Oldham
2324,E3,2024-02-13,Newport County,Notts County,C Breakspear
2324,E3,2024-02-13,Salford,Doncaster,M Woods
2324,E3,2024-02-13,Stockport,Crewe,N Hair
2324,E3,2024-02-13,Sutton,Wrexham,D Middleton
2324,E3,2024-02-13,Tranmere,Morecambe,B Speedie
2324,E3,2024-02-17,AFC Wimbledon,Morecambe,M Woods
2324,E3,2024-02-17,Bradford,Sutton,M Edwards
2324,E3,2024-02-17,Colchester,Accrington,J Simpson
2324,E3,2024-02-17,Crawley Town,Forest Green,B Speedie
2324,E3,2024-02-17,Crewe,Harrogate,D Rock
2324,E3,2024-02-17,Grimsby,Doncaster,T Kirk
2324,E3,2024-02-17,Newport County,Gillingham,O Yates
2324,E3,2024-02-17,Salford,Barrow,S Gill
2324,E3,2024-02-17,Swindon,Milton Keynes Dons,S Tallis
2324,E3,2024-02-17,Tranmere,Stockport,A Chilowicz
2324,E3,2024-02-17,Walsall,Mansfield,T Parsons
2324,E3,2024-02-17,Wrexham,Notts County,C Brook
2324,E3,2024-02-20,AFC Wimbledon,Crawley Town,S Tallis
2324,E3,2024-02-20,Gillingham,Stockport,L Swabey
2324,E3,2024-02-20,Milton Keynes Dons,Wrexham,S Purkiss
2324,E3,2024-02-20,Walsall,Morecambe,C Brook
2324,E3,2024-02-24,Accrington,Crawley Town,M Edwards
2324,E3,2024-02-24,Doncaster,AFC Wimbledon,A Herczeg
2324,E3,2024-02-24,Forest Green,Tranmere,D Baines
2324,E3,2024-02-24,Gillingham,Wrexham,S Simpson
2324,E3,2024-02-24,Harrogate,Walsall,A Chilowicz
2324,E3,2024-02-24,Mansfield,Salford,C Hicks
2324,E3,2024-02-24,Milton Keynes Dons,Newport County,B Atkinson
2324,E3,2024-02-24,Morecambe,Grimsby,W Finnie
2324,E3,2024-02-24,Notts County,Crewe,R Joyce
2324,E3,2024-02-24,Stockport,Swindon,C Brook
2324,E3,2024-02-24,Sutton,Colchester,B Speedie
2324,E3,2024-02-27,Forest Green,Wrexham,W Finnie
2324,E3,2024-02-27,Harrogate,Newport County,R Ricardo
2324,E3,2024-02-27,Notts County,Sutton,O Yates
2324,E3,2024-02-27,Salford,Colchester,K Dowle
2324,E3,2024-02-27,Swindon,Tranmere,M Woods
2324,E3,2024-02-27,Walsall,Accrington,F Hallam
2324,E3,2024-03-02,AFC Wimbledon,Milton Keynes Dons,C Breakspear
2324,E3,2024-03-02,Crewe,Morecambe,F Hallam
2324,E3,2024-03-02,Grimsby,Forest Green,T Reeves
2324,E3,2024-03-02,Newport County,Mansfield,A Herczeg
2324,E3,2024-03-02,Salford,Gillingham,R Joyce
2324,E3,2024-03-02,Swindon,Harrogate,L Doughty
2324,E3,2024-03-02,Tranmere,Sutton,R Ricardo
2324,E3,2024-03-02,Walsall,Doncaster,S Purkiss
2324,E3,2024-03-02,Wrexham,Accrington,B Atkinson
2324,E3,2024-03-05,AFC Wimbledon,Grimsby,D Middleton
2324,E3,2024-03-05,Barrow,Gillingham,S Tallis
2324,E3,2024-03-05,Bradford,Doncaster,L Doughty
2324,E3,2024-03-05,Mansfield,Milton Keynes Dons,L Swabey
2324,E3,2024-03-05,Morecambe,Crawley Town,M Corlett
2324,E3,2024-03-09,Accrington,Bradford,P Howard
2324,E3,2024-03-09,Barrow,Colchester,S Jackson
2324,E3,2024-03-09,Doncaster,Crewe,C Hicks
2324,E3,2024-03-09,Forest Green,Walsall,T Kirk
2324,E3,2024-03-09,Gillingham,Tranmere,J Linington
2324,E3,2024-03-09,Harrogate,Crawley Town,D Drysdale
2324,E3,2024-03-09,Mansfield,Swindon,D Rock
2324,E3,2024-03-09,Milton Keynes Dons,Salford,D Whitestone
2324,E3,2024-03-09,Morecambe,Wrexham,T Parsons
2324,E3,2024-03-09,Notts County,AFC Wimbledon,S Mather
2324,E3,2024-03-09,Stockport,Newport County,T Reeves
2324,E3,2024-03-09,Sutton,Grimsby,A Chilowicz
2324,E3,2024-03-12,AFC Wimbledon,Gillingham,T Kirk
2324,E3,2024-03-12,Bradford,Forest Green,S Mather
2324,E3,2024-03-12,Crawley Town,Notts County,K Stroud
2324,E3,2024-03-12,Crewe,Sutton,A Humphries
2324,E3,2024-03-12,Grimsby,Milton Keynes Dons,A Bannister
2324,E3,2024-03-12,Newport County,Morecambe,S Simpson
2324,E3,2024-03-12,Swindon,Accrington,T Parsons
2324,E3,2024-03-12,Tranmere,Mansfield,B Toner
2324,E3,2024-03-12,Walsall,Barrow,M Woods
2324,E3,2024-03-12,Wrexham,Harrogate,M Corlett
2324,E3,2024-03-14,Salford,Stockport,O Yates
2324,E3,2024-03-16,AFC Wimbledon,Newport County,T Parsons
2324,E3,2024-03-16,Accrington,Notts County,S Gill
2324,E3,2024-03-16,Barrow,Harrogate,E Duckworth
2324,E3,2024-03-16,Bradford,Mansfield,M Coy
2324,E3,2024-03-16,Colchester,Walsall,D Rock
2324,E3,2024-03-16,Forest Green,Sutton,B Toner
2324,E3,2024-03-16,Gillingham,Grimsby,J Bell
2324,E3,2024-03-16,Milton Keynes Dons,Crewe,P Howard
2324,E3,2024-03-16,Swindon,Doncaster,F Hallam
2324,E3,2024-03-16,Wrexham,Tranmere,S Oldham
2324,E3,2024-03-17,Salford,Morecambe,S Purkiss
2324,E3,2024-03-18,Crawley Town,Stockport,M Russell
2324,E3,2024-03-19,Bradford,Notts County,B Toner
2324,E3,2024-03-23,Barrow,Newport County,B Speedie
2324,E3,2024-03-23,Crewe,AFC Wimbledon,D Drysdale
2324,E3,2024-03-23,Doncaster,Forest Green,A Backhouse
2324,E3,2024-03-23,Grimsby,Wrexham,O Yates
2324,E3,2024-03-23,Harrogate,Bradford,S Purkiss
2324,E3,2024-03-23,Mansfield,Colchester,S Mather
2324,E3,2024-03-23,Morecambe,Gillingham,P Howard
2324,E3,2024-03-23,Notts County,Salford,A Herczeg
2324,E3,2024-03-23,Stockport,Milton Keynes Dons,M Edwards
2324,E3,2024-03-23,Sutton,Accrington,T Nield
2324,E3,2024-03-23,Tranmere,Crawley Town,S Parkinson
2324,E3,2024-03-29,AFC Wimbledon,Harrogate,B Speedie
2324,E3,2024-03-29,Accrington,Morecambe,A Chilowicz
2324,E3,2024-03-29,Barrow,Grimsby,O Langford
2324,E3,2024-03-29,Bradford,Tranmere,R Watkins
2324,E3,2024-03-29,Colchester,Newport County,S Gill
2324,E3,2024-03-29,Crawley Town,Doncaster,D Rock
2324,E3,2024-03-29,Forest Green,Stockport,C Breakspear
2324,E3,2024-03-29,Gillingham,Crewe,T Reeves
2324,E3,2024-03-29,Milton Keynes Dons,Walsall,E Duckworth
2324,E3,2024-03-29,Salford,Sutton,P Howard
2324,E3,2024-03-29,Swindon,Notts County,J Durkin
2324,E3,2024-03-29,Wrexham,Mansfield,L Smith
2324,E3,2024-04-01,Crewe,Forest Green,G Eltringham
2324,E3,2024-04-01,Grimsby,Bradford,M Corlett
2324,E3,2024-04-01,Harrogate,Gillingham,S Mather
2324,E3,2024-04-01,Morecambe,Barrow,M Edwards
2324,E3,2024-04-01,Newport County,Crawley Town,M Woods
2324,E3,2024-04-01,Notts County,Milton Keynes Dons,S Simpson
2324,E3,2024-04-01,Stockport,AFC Wimbledon,L Smith
2324,E3,2024-04-01,Sutton,Swindon,T Kirk
2324,E3,2024-04-01,Tranmere,Colchester,S Tallis
2324,E3,2024-04-01,Walsall,Salford,D Middleton
2324,E3,2024-04-02,Doncaster,Wrexham,C Breakspear
2324,E3,2024-04-06,AFC Wimbledon,Salford,B Atkinson
2324,E3,2024-04-06,Accrington,Crewe,A Herczeg
2324,E3,2024-04-06,Barrow,Swindon,B Toner
2324,E3,2024-04-06,Bradford,Gillingham,E Duckworth
2324,E3,2024-04-06,Colchester,Wrexham,T Reeves
2324,E3,2024-04-06,Forest Green,Milton Keynes Dons,A Davies
2324,E3,2024-04-06,Grimsby,Newport County,R Madley
2324,E3,2024-04-06,Mansfield,Crawley Town,O Yates
2324,E3,2024-04-06,Morecambe,Doncaster,D Drysdale
2324,E3,2024-04-06,Notts County,Harrogate,J Miles
2324,E3,2024-04-06,Sutton,Stockport,S Gill
2324,E3,2024-04-06,Tranmere,Walsall,S Stockbridge
2324,E3,2024-04-09,Colchester,Stockport,B Atkinson
2324,E3,2024-04-09,Doncaster,Walsall,B Speedie
2324,E3,2024-04-09,Harrogate,Grimsby,T Parsons
2324,E3,2024-04-09,Mansfield,Forest Green,D Middleton
2324,E3,2024-04-09,Morecambe,Crewe,S Oldham
2324,E3,2024-04-09,Newport County,Accrington,D Drysdale
2324,E3,2024-04-09,Wrexham,Crawley Town,E Duckworth
