alinma,event_id,kickoff,home,away,lig,lig_kodu,canli,odd_1,odd_0,odd_2,wodd_1,wodd_0,wodd_2,marj
2026-08-16 15:10,3138848,2026-08-17 15:30,Karabağ,Shamakhi FK,Azerbaycan Premier Lig,1213,0,1.41,4.0,4.56,1.36,3.86,4.39,0.1785
2026-08-16 15:10,3061781,2026-08-17 15:45,FC Dziugas,Suduva,Litvanya A Ligi,1817,0,3.1,2.96,1.92,2.98,2.85,1.85,0.1813
2026-08-16 15:10,3057058,2026-08-17 16:00,Trinec,Usti Nad Lab,Çekya 2. Lig,986,1,2.91,3.28,1.88,2.8,3.17,1.81,0.1804
2026-08-16 15:10,3057157,2026-08-17 16:00,PFC Spartak Varna,FK Septemvri Sofia,Bulgaristan Parva Ligi,31585,0,1.71,3.03,3.72,1.65,2.92,3.59,0.1836
2026-08-16 15:10,3061684,2026-08-17 16:00,Varhaug,Stabaek II,"Norveç 3. Lig, 4. Grup",2670,0,1.44,4.39,3.84,1.39,4.23,3.7,0.1827
2026-08-16 15:10,3061690,2026-08-17 16:00,Lillehammer FK,Lyn 1896 FK II,"Norveç 3. Lig, 6. Grup",2648,0,1.22,5.37,5.7,1.18,5.17,5.49,0.1813
2026-08-16 15:10,3061709,2026-08-17 16:00,S Joerpeland,FK Haugesund 2,"Norveç 3. Lig, 4. Grup",2670,0,1.88,3.76,2.59,1.82,3.62,2.5,0.184
2026-08-16 15:10,3061731,2026-08-17 16:00,Brann 2,Os,"Norveç 3. Lig, 3. Grup",2672,0,4.33,4.18,1.41,4.17,4.03,1.36,0.1794
2026-08-16 15:10,3061746,2026-08-17 16:00,Viking (A),Madla,"Norveç 3. Lig, 4. Grup",2670,0,1.88,3.86,2.55,1.82,3.72,2.46,0.1831
2026-08-16 15:10,3061793,2026-08-17 16:00,AC Pisa,Empoli,İtalya Kupası,605,1,1.75,3.16,3.84,1.69,3.04,3.7,0.1483
2026-08-16 15:10,3061814,2026-08-17 16:00,Fram Larvik,Sarpsborg 08 2,"Norveç 3. Lig, 6. Grup",2648,0,2.27,3.9,2.06,2.19,3.75,1.99,0.1824
2026-08-16 15:10,3133727,2026-08-17 16:00,Birkirkara FC,Gzira United,Malta Premier Lig,46071,0,2.16,2.93,2.64,2.08,2.83,2.54,0.183
2026-08-16 15:10,3136313,2026-08-17 16:00,FC Gagra,FC Spaeri,Gürcistan Erovnuli Ligi,16326,0,2.33,3.2,2.28,2.25,3.08,2.2,0.1803
2026-08-16 15:10,3059271,2026-08-17 16:15,Al-Zlfe,AL Riyadh,Suudi Arabistan Kral Kupası,1924,0,4.27,3.61,1.49,4.12,3.48,1.44,0.1823
2026-08-16 15:10,3053966,2026-08-17 16:30,Spartak Kostroma,FC Ufa,Rusya Futbol Ulusal Ligi,1918,1,1.51,3.29,4.68,1.45,3.17,4.51,0.1799
2026-08-16 15:10,3061723,2026-08-17 16:30,Sassuolo,AC Cesena,İtalya Kupası,605,1,1.4,4.16,5.16,1.35,4.0,4.97,0.1485
2026-08-16 15:10,3061813,2026-08-17 16:30,Fk Kvik Trondheim,Aalesun FK 2,"Norveç 3. Lig, 2. Grup",2673,0,2.47,3.79,1.96,2.38,3.65,1.89,0.1789
2026-08-16 15:10,3056611,2026-08-17 17:00,Arka Gdynia,Puszcza,Polonya 1. Lig,997,1,1.58,3.33,4.06,1.52,3.21,3.91,0.1795
2026-08-16 15:10,3059509,2026-08-17 17:00,S.Gijon,CE Sabadell FC,İspanya La Liga 2,1951,1,1.66,3.17,4.35,1.6,3.05,4.2,0.1478
2026-08-16 15:10,3059556,2026-08-17 17:00,FC Felgueiras 1932,Avs Futebol Sad,Portekiz 2. Lig,1897,1,2.14,2.9,2.72,2.06,2.79,2.62,0.1798
2026-08-16 15:10,3061681,2026-08-17 17:00,Brondby,Sonderjyske,Danimarka Süper Lig,569,1,1.31,4.41,6.39,1.26,4.25,6.16,0.1466
2026-08-16 15:10,3061816,2026-08-17 17:00,KFUM II,Nordstrand,"Norveç 3. Lig, 1. Grup",2671,0,1.7,3.98,2.94,1.63,3.83,2.84,0.1796
2026-08-16 15:10,3061822,2026-08-17 17:00,BK Hacken,Halmstads BK,İsveç Allsvenskan,51,1,1.21,5.37,7.39,1.17,5.17,7.12,0.148
2026-08-16 15:10,3059269,2026-08-17 17:30,AB Argir,Klaksvik,Faroe Adaları Premier Lig,14408,0,8.91,5.11,1.15,8.59,4.92,1.11,0.1775
2026-08-16 15:10,3061719,2026-08-17 17:30,Vanersborgs IF,Vanersborgs FK,İsveç 2.Lig Kuzey Gotaland,71425,0,2.6,3.53,1.95,2.51,3.4,1.88,0.1807
2026-08-16 15:10,3109793,2026-08-17 17:45,Estudiantes Río Cuarto,Atl. Tucuman,"Arjantin Primera LPF, Kapanış",49038,1,2.75,2.62,2.49,2.65,2.53,2.4,0.1469
2026-08-16 15:10,3057076,2026-08-17 18:00,Novi Pazar,FK Vojvodina,Sırbistan Superliga,5578,0,3.29,3.25,1.76,3.17,3.13,1.7,0.1798
2026-08-16 15:10,3059103,2026-08-17 18:00,Valur Reykjavik,KA Akureyri,İzlanda Urvalsdeild,630,0,1.9,3.5,2.71,1.83,3.37,2.61,0.181
2026-08-16 15:10,3059290,2026-08-17 18:00,Völsungur,IF Vestri,İzlanda 1. Lig,1329,0,2.15,3.51,2.32,2.07,3.38,2.24,0.1811
2026-08-16 15:10,3059432,2026-08-17 18:00,AL Adalh FC,AL Fayha FC,Suudi Arabistan Kral Kupası,1924,0,4.14,3.48,1.53,3.99,3.36,1.48,0.1825
2026-08-16 15:10,3061670,2026-08-17 18:00,Graafschap,Jong AZ Alkmaar,Hollanda 1. Lig,681,1,1.61,3.94,3.29,1.55,3.8,3.17,0.1789
2026-08-16 15:10,3061671,2026-08-17 18:00,Grindavik,Grotta,İzlanda 1. Lig,1329,0,2.34,3.42,2.16,2.26,3.3,2.08,0.1827
2026-08-16 15:10,3061750,2026-08-17 18:00,Ir Reykjavik,UMF Njardvik,İzlanda 1. Lig,1329,0,3.35,3.54,1.67,3.23,3.41,1.61,0.1798
2026-08-16 15:10,3061770,2026-08-17 18:00,Jong Ajax,Emmen,Hollanda 1. Lig,681,1,2.58,3.38,2.01,2.48,3.26,1.94,0.181
2026-08-16 15:10,3061776,2026-08-17 18:00,RFC Liege,Francs Borains,"Belçika 2. Lig, İlk Etap",2674,1,1.88,3.11,3.03,1.82,3.0,2.92,0.1835
2026-08-16 15:10,3061794,2026-08-17 18:00,L. Reykjavik,Aegir,İzlanda 1. Lig,1329,0,1.49,3.98,3.86,1.44,3.84,3.72,0.1815
2026-08-16 15:10,3061819,2026-08-17 18:00,Jong Utrecht,Vitesse,Hollanda 1. Lig,681,1,2.96,3.37,1.83,2.85,3.24,1.76,0.181
2026-08-16 15:10,3120690,2026-08-17 18:00,All Boys,Nueva Chicago,Arjantin Primera Nacional,24553,0,2.04,2.51,3.41,1.96,2.42,3.29,0.1819
2026-08-16 15:10,3057485,2026-08-17 18:15,Arda Kardzha,Loko Sofya,Bulgaristan Parva Ligi,31585,0,1.58,3.24,4.16,1.52,3.12,4.01,0.1819
2026-08-16 15:10,3054031,2026-08-17 18:30,Hamrun Spartans FC,Mosta FC,Malta Premier Lig,46071,0,1.14,4.86,10.4,1.1,4.68,10.05,0.1791
2026-08-16 15:10,3057514,2026-08-17 18:30,FCSB,Botosani,Romanya 1. Lig,1912,1,1.4,3.81,4.89,1.35,3.68,4.71,0.1813
2026-08-16 15:10,3065575,2026-08-17 18:30,Samsunspor,Göztepe,Türkiye Süper Lig,584,1,2.01,3.06,3.09,1.94,2.95,2.98,0.1479
2026-08-16 15:10,3061785,2026-08-17 18:45,Cremonese,Sampdoria,İtalya Kupası,605,1,1.82,3.09,3.65,1.76,2.98,3.52,0.147
2026-08-16 15:10,3059334,2026-08-17 19:00,Deportivo La Coruna,Elche,İspanya La Liga,129,1,2.15,2.8,3.09,2.07,2.7,2.98,0.1459
2026-08-16 15:10,3061720,2026-08-17 19:00,Cardiff City,Wrexham,İngiltere Championship,52,1,2.23,3.21,2.58,2.15,3.1,2.49,0.1476
2026-08-16 15:10,3059353,2026-08-17 19:15,Casa Pia AC,Benfica,Portekiz Premier Lig,566,1,11.65,6.01,1.11,11.25,5.8,1.07,0.1531
2026-08-16 15:10,3061721,2026-08-17 19:15,T Reykjavik,Fylkir Reykjavik,İzlanda 1. Lig,1329,0,1.83,3.37,2.95,1.76,3.24,2.85,0.1822
2026-08-16 15:10,3061777,2026-08-17 19:15,Fram Rey,Stjarnan Gardabaer,İzlanda Urvalsdeild,630,0,1.74,3.78,2.92,1.68,3.64,2.81,0.1817
2026-08-16 15:10,3061780,2026-08-17 19:15,Afturelding,Kopavogur,İzlanda 1. Lig,1329,0,1.44,4.24,3.92,1.39,4.08,3.78,0.1854
2026-08-16 15:10,3061808,2026-08-17 19:15,US Palermo,Lecce,İtalya Kupası,605,1,2.24,3.06,2.67,2.16,2.95,2.57,0.1478
2026-08-16 15:10,3059344,2026-08-17 19:30,Almeria,Club Deportivo Eldense,İspanya La Liga 2,1951,1,1.22,4.89,7.94,1.18,4.71,7.66,0.1501
2026-08-16 15:10,3109706,2026-08-17 20:00,Ath Lanus,Independiente,"Arjantin Primera LPF, Kapanış",49038,1,2.12,2.66,3.35,2.04,2.56,3.23,0.1461
2026-08-16 15:10,3109686,2026-08-17 22:15,Velez Sarsfield,Df. Justicia,"Arjantin Primera LPF, Kapanış",49038,0,1.64,3.14,4.51,1.58,3.03,4.35,0.15
2026-08-16 15:10,3061726,2026-08-17 23:00,Internacional,Clube do Remo,Brezilya Serie A,348,0,1.44,3.79,5.23,1.39,3.65,5.04,0.1495
2026-08-16 15:10,3061695,2026-08-18 00:00,CSD Macara,Uni Catolica,Ekvador Pro Lig,5161,0,2.94,2.88,2.03,2.84,2.78,1.95,0.18
2026-08-16 15:10,3063186,2026-08-18 00:30,Palestino,Huachipato,Şili Premier Lig,49,0,1.61,3.28,3.97,1.55,3.16,3.82,0.1779
2026-08-16 15:10,3109450,2026-08-18 00:30,Gimnasia Y,Talleres,"Arjantin Primera LPF, Kapanış",49038,0,2.7,2.6,2.55,2.6,2.51,2.46,0.1471
2026-08-16 15:10,3063170,2026-08-18 01:00,Necaxa,Club Leon,"Meksika Primera Ligi, Açılış",37,0,2.07,3.15,2.63,2.0,3.04,2.53,0.1808
2026-08-16 15:10,3063229,2026-08-18 03:00,CF Pachuca,Puebla,"Meksika Primera Ligi, Açılış",37,0,1.33,4.0,5.65,1.28,3.86,5.44,0.1789
2026-08-16 15:10,3074731,2026-08-21 18:30,Erzurumspor FK,Galatasaray,Türkiye Süper Lig,584,0,3.45,3.67,1.71,3.32,3.54,1.64,0.1471
2026-08-16 15:10,3069701,2026-08-21 18:45,Marsilya,Strasbourg,Fransa Ligue 1,381,0,1.6,3.73,3.91,1.54,3.6,3.77,0.1489
2026-08-16 15:10,3074372,2026-08-21 19:00,Real Betis,Real Sociedad,İspanya La Liga,129,0,1.94,3.1,3.23,1.87,2.98,3.11,0.1476
2026-08-16 15:10,3074606,2026-08-22 16:00,Rizespor,Samsunspor,Türkiye Süper Lig,584,0,2.06,3.48,2.67,1.98,3.36,2.58,0.1473
2026-08-16 15:10,3071644,2026-08-22 18:30,B. Dortmund,Bayern Münih,Almanya Süper Kupa,589,0,4.27,4.16,1.49,4.12,4.01,1.44,0.1457
2026-08-16 15:10,3074713,2026-08-22 18:30,Fenerbahçe,Konyaspor,Türkiye Süper Lig,584,0,1.15,5.68,9.6,1.11,5.48,9.26,0.1498
2026-08-16 15:10,3074709,2026-08-23 15:00,Atletico Madrid,Villarreal,İspanya La Liga,129,0,1.74,3.35,3.66,1.68,3.23,3.53,0.1464
2026-08-16 15:10,3074282,2026-08-23 15:30,Newcastle United,Liverpool,İngiltere Premier Lig,43,0,3.29,3.63,1.76,3.17,3.49,1.7,0.1476
2026-08-16 15:10,3074482,2026-08-23 18:45,Torino,AC Milan,İtalya Serie A,143,0,4.12,3.4,1.63,3.97,3.28,1.57,0.1503
